date,time_entry,time_exit,setup,contract,dte,strike,c_or_p,qty,entry_px,exit_px,premium_paid,premium_received,dollar_pnl,r_multiple,stop_px,target_px,dollar_risk,pct_risk_of_acct,account_equity_pre,followed_rules,setup_quality,fill_quality,gamma_recommended,j_override,hold_minutes,trade_grade,trade_grade_score,delta_at_entry,iv_at_entry,iv_regime,slippage_cents,exit_slippage_cents,tod_bucket,bars_after_trigger,entry_relative_to_bar,hold_quality_pct,cf_time_stop_pnl,cf_high_water_pnl,archetype_match_json,tape_assistance,notes_short,account_id
2022-05-27,09:36:38,09:49:02,MOMENTUM_BREAKOUT,SPXW 2022-05-27 4140.0C,0,4140.0,C,1,2.55,4,255,400,145,N/A,"unknown (real fill, no recorded stop)","unknown (real fill, no recorded target)",255,N/A (pre-Gamma account),N/A,N/A,GROUND_TRUTH,real_fill,N/A,N/A,12,WIN,,OTM(~-43pt),,,,,MORNING,0,at_close,,,,"{""size_class"":""1-2_lot"",""archetype"":""momentum-breakout"",""archetype_fine"":""momentum_breakout_continuation"",""trigger"":""breakout"",""vwap_side"":""above"",""new_session_extreme"":true,""prior_trend_30m_pct"":0.43,""level"":{""level_name"":""ROUND"",""level_px"":410,""dist_pct"":-0.076},""playbook_setup"":""MOMENTUM_BREAKOUT"",""context"":""reconstructed""}",,"HISTORICAL GROUND TRUTH (J real Webull fill, SPXW 2022-05-27). 1-2_lot. Archetype=momentum-breakout (momentum_breakout_continuation); trigger=breakout; VWAP above; prior-30m 0.43%; new_extreme=True; nearest level ROUND@410 (-0.076% away). SPY-proxy 5m setup (SPX/SPY ~10:1).",j_webull_hist
2022-01-10,10:59:09,11:18:12,BEARISH_REJECTION,SPY 2022-01-10 460.0C,0,460.0,C,4,0.63,0.99,252,396,144,N/A,"unknown (real fill, no recorded stop)","unknown (real fill, no recorded target)",252,N/A (pre-Gamma account),N/A,N/A,GROUND_TRUTH,real_fill,N/A,N/A,19,WIN,,OTM(~-2pt),,,,,MORNING,0,at_close,,,,"{""size_class"":""3plus_lot"",""archetype"":""reversal-off-extreme"",""archetype_fine"":""bullish_reversal_off_low"",""trigger"":""reclaim"",""vwap_side"":""below"",""new_session_extreme"":false,""prior_trend_30m_pct"":-0.02,""level"":{""level_name"":""ROUND"",""level_px"":458,""dist_pct"":-0.046},""playbook_setup"":""BEARISH_REJECTION"",""context"":""reconstructed""}",,"HISTORICAL GROUND TRUTH (J real Webull fill, SPY 2022-01-10). 3plus_lot. Archetype=reversal-off-extreme (bullish_reversal_off_low); trigger=reclaim; VWAP below; prior-30m -0.02%; new_extreme=False; nearest level ROUND@458 (-0.046% away). SPY-proxy 5m setup (SPX/SPY ~10:1).",j_webull_hist
2022-05-26,10:35:05,11:16:45,RIDE_THE_RIBBON,SPXW 2022-05-26 4075.0C,0,4075.0,C,1,2.5,3.9,250,390,140,N/A,"unknown (real fill, no recorded stop)","unknown (real fill, no recorded target)",250,N/A (pre-Gamma account),N/A,N/A,GROUND_TRUTH,real_fill,N/A,N/A,42,WIN,,OTM(~-39pt),,,,,MORNING,0,at_close,,,,"{""size_class"":""1-2_lot"",""archetype"":""pullback-continuation"",""archetype_fine"":""bullish_pullback_resumption"",""trigger"":""pullback"",""vwap_side"":""above"",""new_session_extreme"":false,""prior_trend_30m_pct"":0.25,""level"":{""level_name"":""IDH"",""level_px"":403.99,""dist_pct"":-0.095},""playbook_setup"":""RIDE_THE_RIBBON"",""context"":""reconstructed""}",,"HISTORICAL GROUND TRUTH (J real Webull fill, SPXW 2022-05-26). 1-2_lot. Archetype=pullback-continuation (bullish_pullback_resumption); trigger=pullback; VWAP above; prior-30m 0.25%; new_extreme=False; nearest level IDH@403.99 (-0.095% away). SPY-proxy 5m setup (SPX/SPY ~10:1).",j_webull_hist
2022-06-07,10:32:36,10:37:12,MOMENTUM_BREAKOUT,SPXW 2022-06-07 4160.0C,0,4160.0,C,1,2,3.4,200,340,140,N/A,"unknown (real fill, no recorded stop)","unknown (real fill, no recorded target)",200,N/A (pre-Gamma account),N/A,N/A,GROUND_TRUTH,real_fill,N/A,N/A,5,WIN,,OTM(~-38pt),,,,,MORNING,0,at_close,,,,"{""size_class"":""1-2_lot"",""archetype"":""momentum-breakout"",""archetype_fine"":""momentum_breakout_continuation"",""trigger"":""breakout"",""vwap_side"":""above"",""new_session_extreme"":true,""prior_trend_30m_pct"":0.6,""level"":{""level_name"":""ROUND"",""level_px"":412,""dist_pct"":0.036},""playbook_setup"":""MOMENTUM_BREAKOUT"",""context"":""reconstructed""}",,"HISTORICAL GROUND TRUTH (J real Webull fill, SPXW 2022-06-07). 1-2_lot. Archetype=momentum-breakout (momentum_breakout_continuation); trigger=breakout; VWAP above; prior-30m 0.6%; new_extreme=True; nearest level ROUND@412 (0.036% away). SPY-proxy 5m setup (SPX/SPY ~10:1).",j_webull_hist
2022-06-09,10:07:36,10:11:31,RIDE_THE_RIBBON,SPXW 2022-06-09 4065.0P,0,4065.0,P,1,3.3,4.7,330,470,140,N/A,"unknown (real fill, no recorded stop)","unknown (real fill, no recorded target)",330,N/A (pre-Gamma account),N/A,N/A,GROUND_TRUTH,real_fill,N/A,N/A,4,WIN,,OTM(~-33pt),,,,,MORNING,0,at_close,,,,"{""size_class"":""1-2_lot"",""archetype"":""pullback-continuation"",""archetype_fine"":""bearish_pullback_resumption"",""trigger"":""pullback"",""vwap_side"":""below"",""new_session_extreme"":false,""prior_trend_30m_pct"":-0.17,""level"":{""level_name"":""ROUND"",""level_px"":410,""dist_pct"":-0.056},""playbook_setup"":""RIDE_THE_RIBBON"",""context"":""reconstructed""}",,"HISTORICAL GROUND TRUTH (J real Webull fill, SPXW 2022-06-09). 1-2_lot. Archetype=pullback-continuation (bearish_pullback_resumption); trigger=pullback; VWAP below; prior-30m -0.17%; new_extreme=False; nearest level ROUND@410 (-0.056% away). SPY-proxy 5m setup (SPX/SPY ~10:1).",j_webull_hist
2022-06-30,09:54:17,10:03:49,MOMENTUM_BREAKOUT,SPXW 2022-06-30 3695.0P,0,3695.0,P,1,3.5,4.9,350,490,140,N/A,"unknown (real fill, no recorded stop)","unknown (real fill, no recorded target)",350,N/A (pre-Gamma account),N/A,N/A,GROUND_TRUTH,real_fill,N/A,N/A,10,WIN,,OTM(~-42pt),,,,,MORNING,0,at_close,,,,"{""size_class"":""1-2_lot"",""archetype"":""momentum-breakout"",""archetype_fine"":""momentum_breakout_continuation"",""trigger"":""breakout"",""vwap_side"":""below"",""new_session_extreme"":true,""prior_trend_30m_pct"":-0.69,""level"":{""level_name"":""IDL"",""level_px"":373.84,""dist_pct"":-0.043},""playbook_setup"":""MOMENTUM_BREAKOUT"",""context"":""reconstructed""}",,"HISTORICAL GROUND TRUTH (J real Webull fill, SPXW 2022-06-30). 1-2_lot. Archetype=momentum-breakout (momentum_breakout_continuation); trigger=breakout; VWAP below; prior-30m -0.69%; new_extreme=True; nearest level IDL@373.84 (-0.043% away). SPY-proxy 5m setup (SPX/SPY ~10:1).",j_webull_hist
2022-08-16,13:38:38,14:03:08,MOMENTUM_BREAKOUT,SPXW 2022-08-16 4320.0C,0,4320.0,C,1,3.5,4.9,350,490,140,N/A,"unknown (real fill, no recorded stop)","unknown (real fill, no recorded target)",350,N/A (pre-Gamma account),N/A,N/A,GROUND_TRUTH,real_fill,N/A,N/A,24,WIN,,OTM(~-12pt),,,,,MIDDAY,0,at_close,,,,"{""size_class"":""1-2_lot"",""archetype"":""momentum-breakout"",""archetype_fine"":""momentum_breakout_continuation"",""trigger"":""breakout"",""vwap_side"":""above"",""new_session_extreme"":true,""prior_trend_30m_pct"":0.21,""level"":{""level_name"":""ROUND"",""level_px"":431,""dist_pct"":-0.046},""playbook_setup"":""MOMENTUM_BREAKOUT"",""context"":""reconstructed""}",,"HISTORICAL GROUND TRUTH (J real Webull fill, SPXW 2022-08-16). 1-2_lot. Archetype=momentum-breakout (momentum_breakout_continuation); trigger=breakout; VWAP above; prior-30m 0.21%; new_extreme=True; nearest level ROUND@431 (-0.046% away). SPY-proxy 5m setup (SPX/SPY ~10:1).",j_webull_hist
2022-09-19,10:07:08,10:13:03,RIDE_THE_RIBBON,SPXW 2022-09-19 3895.0C,0,3895.0,C,1,4,5.4,400,540,140,N/A,"unknown (real fill, no recorded stop)","unknown (real fill, no recorded target)",400,N/A (pre-Gamma account),N/A,N/A,GROUND_TRUTH,real_fill,N/A,N/A,6,WIN,,OTM(~-50pt),,,,,MORNING,0,at_close,,,,"{""size_class"":""1-2_lot"",""archetype"":""pullback-continuation"",""archetype_fine"":""bullish_pullback_resumption"",""trigger"":""pullback"",""vwap_side"":""above"",""new_session_extreme"":false,""prior_trend_30m_pct"":0.3,""level"":{""level_name"":""ROUND"",""level_px"":384,""dist_pct"":0.12},""playbook_setup"":""RIDE_THE_RIBBON"",""context"":""reconstructed""}",,"HISTORICAL GROUND TRUTH (J real Webull fill, SPXW 2022-09-19). 1-2_lot. Archetype=pullback-continuation (bullish_pullback_resumption); trigger=pullback; VWAP above; prior-30m 0.3%; new_extreme=False; nearest level ROUND@384 (0.12% away). SPY-proxy 5m setup (SPX/SPY ~10:1).",j_webull_hist
2023-05-25,13:18:19,13:27:31,RIDE_THE_RIBBON,SPXW 2023-05-25 4160.0C,0,4160.0,C,1,2.8,4.2,280,420,140,N/A,"unknown (real fill, no recorded stop)","unknown (real fill, no recorded target)",280,N/A (pre-Gamma account),N/A,N/A,GROUND_TRUTH,real_fill,N/A,N/A,9,WIN,,OTM(~-17pt),,,,,MIDDAY,0,at_close,,,,"{""size_class"":""1-2_lot"",""archetype"":""trend-continuation"",""archetype_fine"":""trend_continuation_midrange"",""trigger"":""reclaim"",""vwap_side"":""above"",""new_session_extreme"":false,""prior_trend_30m_pct"":0.05,""level"":{""level_name"":""ROUND"",""level_px"":414,""dist_pct"":0.072},""playbook_setup"":""RIDE_THE_RIBBON"",""context"":""reconstructed""}",,"HISTORICAL GROUND TRUTH (J real Webull fill, SPXW 2023-05-25). 1-2_lot. Archetype=trend-continuation (trend_continuation_midrange); trigger=reclaim; VWAP above; prior-30m 0.05%; new_extreme=False; nearest level ROUND@414 (0.072% away). SPY-proxy 5m setup (SPX/SPY ~10:1).",j_webull_hist
2023-06-07,10:34:27,10:36:25,RIDE_THE_RIBBON,SPXW 2023-06-07 4275.0P,0,4275.0,P,1,3.4,4.8,340,480,140,N/A,"unknown (real fill, no recorded stop)","unknown (real fill, no recorded target)",340,N/A (pre-Gamma account),N/A,N/A,GROUND_TRUTH,real_fill,N/A,N/A,2,WIN,,OTM(~-6pt),,,,,MORNING,0,at_close,,,,"{""size_class"":""1-2_lot"",""archetype"":""pullback-continuation"",""archetype_fine"":""bearish_pullback_resumption"",""trigger"":""pullback"",""vwap_side"":""below"",""new_session_extreme"":false,""prior_trend_30m_pct"":-0.27,""level"":{""level_name"":""ROUND"",""level_px"":428,""dist_pct"":0.028},""playbook_setup"":""RIDE_THE_RIBBON"",""context"":""reconstructed""}",,"HISTORICAL GROUND TRUTH (J real Webull fill, SPXW 2023-06-07). 1-2_lot. Archetype=pullback-continuation (bearish_pullback_resumption); trigger=pullback; VWAP below; prior-30m -0.27%; new_extreme=False; nearest level ROUND@428 (0.028% away). SPY-proxy 5m setup (SPX/SPY ~10:1).",j_webull_hist
2023-09-15,10:14:36,10:52:20,MOMENTUM_BREAKOUT,SPXW 2023-09-15 4450.0P,0,4450.0,P,2,1.35,2.05,270,410,140,N/A,"unknown (real fill, no recorded stop)","unknown (real fill, no recorded target)",270,N/A (pre-Gamma account),N/A,N/A,GROUND_TRUTH,real_fill,N/A,N/A,38,WIN,,OTM(~-9pt),,,,,MORNING,0,at_close,,,,"{""size_class"":""1-2_lot"",""archetype"":""momentum-breakout"",""archetype_fine"":""momentum_breakout_continuation"",""trigger"":""breakout"",""vwap_side"":""below"",""new_session_extreme"":true,""prior_trend_30m_pct"":-0.23,""level"":{""level_name"":""ROUND"",""level_px"":446,""dist_pct"":-0.02},""playbook_setup"":""MOMENTUM_BREAKOUT"",""context"":""reconstructed""}",,"HISTORICAL GROUND TRUTH (J real Webull fill, SPXW 2023-09-15). 1-2_lot. Archetype=momentum-breakout (momentum_breakout_continuation); trigger=breakout; VWAP below; prior-30m -0.23%; new_extreme=True; nearest level ROUND@446 (-0.02% away). SPY-proxy 5m setup (SPX/SPY ~10:1).",j_webull_hist
2023-06-21,11:16:18,11:44:07,BEARISH_REJECTION,SPXW 2023-06-21 4385.0C,0,4385.0,C,1,1.6,2.95,160,295,135,N/A,"unknown (real fill, no recorded stop)","unknown (real fill, no recorded target)",160,N/A (pre-Gamma account),N/A,N/A,GROUND_TRUTH,real_fill,N/A,N/A,28,WIN,,OTM(~-40pt),,,,,MIDDAY,0,at_close,,,,"{""size_class"":""1-2_lot"",""archetype"":""reversal-off-extreme"",""archetype_fine"":""bullish_reversal_off_low"",""trigger"":""reclaim"",""vwap_side"":""below"",""new_session_extreme"":false,""prior_trend_30m_pct"":-0.11,""level"":{""level_name"":""IDL"",""level_px"":434.37,""dist_pct"":0.021},""playbook_setup"":""BEARISH_REJECTION"",""context"":""reconstructed""}",,"HISTORICAL GROUND TRUTH (J real Webull fill, SPXW 2023-06-21). 1-2_lot. Archetype=reversal-off-extreme (bullish_reversal_off_low); trigger=reclaim; VWAP below; prior-30m -0.11%; new_extreme=False; nearest level IDL@434.37 (0.021% away). SPY-proxy 5m setup (SPX/SPY ~10:1).",j_webull_hist
2022-05-10,09:39:31,09:53:34,MOMENTUM_BREAKOUT,SPXW 2022-05-10 3975.0P,0,3975.0,P,1,3.9,5.2,390,520,130,N/A,"unknown (real fill, no recorded stop)","unknown (real fill, no recorded target)",390,N/A (pre-Gamma account),N/A,N/A,GROUND_TRUTH,real_fill,N/A,N/A,14,WIN,,OTM(~-68pt),,,,,MORNING,0,at_close,,,,"{""size_class"":""1-2_lot"",""archetype"":""momentum-breakout"",""archetype_fine"":""momentum_breakout_continuation"",""trigger"":""breakout"",""vwap_side"":""below"",""new_session_extreme"":true,""prior_trend_30m_pct"":-0.1,""level"":{""level_name"":""ROUND"",""level_px"":404,""dist_pct"":0.077},""playbook_setup"":""MOMENTUM_BREAKOUT"",""context"":""reconstructed""}",,"HISTORICAL GROUND TRUTH (J real Webull fill, SPXW 2022-05-10). 1-2_lot. Archetype=momentum-breakout (momentum_breakout_continuation); trigger=breakout; VWAP below; prior-30m -0.1%; new_extreme=True; nearest level ROUND@404 (0.077% away). SPY-proxy 5m setup (SPX/SPY ~10:1).",j_webull_hist
2022-05-26,09:41:10,10:01:13,MOMENTUM_BREAKOUT,SPXW 2022-05-26 4070.0C,0,4070.0,C,1,2.7,4,270,400,130,N/A,"unknown (real fill, no recorded stop)","unknown (real fill, no recorded target)",270,N/A (pre-Gamma account),N/A,N/A,GROUND_TRUTH,real_fill,N/A,N/A,20,WIN,,OTM(~-57pt),,,,,MORNING,0,at_close,,,,"{""size_class"":""1-2_lot"",""archetype"":""momentum-breakout"",""archetype_fine"":""momentum_breakout_continuation"",""trigger"":""breakout"",""vwap_side"":""above"",""new_session_extreme"":true,""prior_trend_30m_pct"":0.7,""level"":{""level_name"":""IDH"",""level_px"":401.49,""dist_pct"":-0.047},""playbook_setup"":""MOMENTUM_BREAKOUT"",""context"":""reconstructed""}",,"HISTORICAL GROUND TRUTH (J real Webull fill, SPXW 2022-05-26). 1-2_lot. Archetype=momentum-breakout (momentum_breakout_continuation); trigger=breakout; VWAP above; prior-30m 0.7%; new_extreme=True; nearest level IDH@401.49 (-0.047% away). SPY-proxy 5m setup (SPX/SPY ~10:1).",j_webull_hist
2023-05-31,14:12:39,14:50:55,BEARISH_REJECTION,SPXW 2023-05-31 4180.0P,0,4180.0,P,1,2.2,3.5,220,350,130,N/A,"unknown (real fill, no recorded stop)","unknown (real fill, no recorded target)",220,N/A (pre-Gamma account),N/A,N/A,GROUND_TRUTH,real_fill,N/A,N/A,38,WIN,,OTM(~-6pt),,,,,AFTERNOON,0,at_close,,,,"{""size_class"":""1-2_lot"",""archetype"":""reversal-off-extreme"",""archetype_fine"":""bearish_reversal_off_high"",""trigger"":""rejection"",""vwap_side"":""above"",""new_session_extreme"":false,""prior_trend_30m_pct"":0.1,""level"":{""level_name"":""SESSION_OPEN"",""level_px"":418.26,""dist_pct"":0.071},""playbook_setup"":""BEARISH_REJECTION"",""context"":""reconstructed""}",,"HISTORICAL GROUND TRUTH (J real Webull fill, SPXW 2023-05-31). 1-2_lot. Archetype=reversal-off-extreme (bearish_reversal_off_high); trigger=rejection; VWAP above; prior-30m 0.1%; new_extreme=False; nearest level SESSION_OPEN@418.26 (0.071% away). SPY-proxy 5m setup (SPX/SPY ~10:1).",j_webull_hist
2022-06-07,10:34:00,10:39:54,MOMENTUM_BREAKOUT,SPXW 2022-06-07 4165.0C,0,4165.0,C,1,1.6,2.85,160,285,125,N/A,"unknown (real fill, no recorded stop)","unknown (real fill, no recorded target)",160,N/A (pre-Gamma account),N/A,N/A,GROUND_TRUTH,real_fill,N/A,N/A,6,WIN,,OTM(~-44pt),,,,,MORNING,0,at_close,,,,"{""size_class"":""1-2_lot"",""archetype"":""momentum-breakout"",""archetype_fine"":""momentum_breakout_continuation"",""trigger"":""breakout"",""vwap_side"":""above"",""new_session_extreme"":true,""prior_trend_30m_pct"":0.6,""level"":{""level_name"":""ROUND"",""level_px"":412,""dist_pct"":0.036},""playbook_setup"":""MOMENTUM_BREAKOUT"",""context"":""reconstructed""}",,"HISTORICAL GROUND TRUTH (J real Webull fill, SPXW 2022-06-07). 1-2_lot. Archetype=momentum-breakout (momentum_breakout_continuation); trigger=breakout; VWAP above; prior-30m 0.6%; new_extreme=True; nearest level ROUND@412 (0.036% away). SPY-proxy 5m setup (SPX/SPY ~10:1).",j_webull_hist
2022-08-18,10:17:56,10:49:46,RIDE_THE_RIBBON,SPXW 2022-08-18 4295.0C,0,4295.0,C,1,2.55,3.8,255,380,125,N/A,"unknown (real fill, no recorded stop)","unknown (real fill, no recorded target)",255,N/A (pre-Gamma account),N/A,N/A,GROUND_TRUTH,real_fill,N/A,N/A,32,WIN,,OTM(~-32pt),,,,,MORNING,0,at_close,,,,"{""size_class"":""1-2_lot"",""archetype"":""trend-continuation"",""archetype_fine"":""trend_continuation_midrange"",""trigger"":""reclaim"",""vwap_side"":""above"",""new_session_extreme"":false,""prior_trend_30m_pct"":-0.16,""level"":{""level_name"":""ROUND"",""level_px"":426,""dist_pct"":0.062},""playbook_setup"":""RIDE_THE_RIBBON"",""context"":""reconstructed""}",,"HISTORICAL GROUND TRUTH (J real Webull fill, SPXW 2022-08-18). 1-2_lot. Archetype=trend-continuation (trend_continuation_midrange); trigger=reclaim; VWAP above; prior-30m -0.16%; new_extreme=False; nearest level ROUND@426 (0.062% away). SPY-proxy 5m setup (SPX/SPY ~10:1).",j_webull_hist
2022-04-01,10:19:59,10:21:33,RIDE_THE_RIBBON,SPXW 2022-04-01 4500.0P,0,4500.0,P,1,3.1,4.3,310,430,120,N/A,"unknown (real fill, no recorded stop)","unknown (real fill, no recorded target)",310,N/A (pre-Gamma account),N/A,N/A,GROUND_TRUTH,real_fill,N/A,N/A,2,WIN,,OTM(~-17pt),,,,,MORNING,0,at_close,,,,"{""size_class"":""1-2_lot"",""archetype"":""pullback-continuation"",""archetype_fine"":""bearish_pullback_resumption"",""trigger"":""pullback"",""vwap_side"":""below"",""new_session_extreme"":false,""prior_trend_30m_pct"":-0.17,""level"":{""level_name"":""PDL"",""level_px"":451.59,""dist_pct"":0.018},""playbook_setup"":""RIDE_THE_RIBBON"",""context"":""reconstructed""}",,"HISTORICAL GROUND TRUTH (J real Webull fill, SPXW 2022-04-01). 1-2_lot. Archetype=pullback-continuation (bearish_pullback_resumption); trigger=pullback; VWAP below; prior-30m -0.17%; new_extreme=False; nearest level PDL@451.59 (0.018% away). SPY-proxy 5m setup (SPX/SPY ~10:1).",j_webull_hist
2022-04-05,11:04:28,11:40:48,RIDE_THE_RIBBON,SPXW 2022-04-06 4500.0P,1,4500.0,P,1,3.5,4.7,350,470,120,N/A,"unknown (real fill, no recorded stop)","unknown (real fill, no recorded target)",350,N/A (pre-Gamma account),N/A,N/A,GROUND_TRUTH,real_fill,N/A,N/A,36,WIN,,OTM(~-50pt),,,,,MIDDAY,0,at_close,,,,"{""size_class"":""1-2_lot"",""archetype"":""trend-continuation"",""archetype_fine"":""trend_continuation_midrange"",""trigger"":""rejection"",""vwap_side"":""below"",""new_session_extreme"":false,""prior_trend_30m_pct"":0.15,""level"":{""level_name"":""ROUND"",""level_px"":455,""dist_pct"":0.002},""playbook_setup"":""RIDE_THE_RIBBON"",""context"":""reconstructed""}",,"HISTORICAL GROUND TRUTH (J real Webull fill, SPXW 2022-04-05). 1-2_lot. Archetype=trend-continuation (trend_continuation_midrange); trigger=rejection; VWAP below; prior-30m 0.15%; new_extreme=False; nearest level ROUND@455 (0.002% away). SPY-proxy 5m setup (SPX/SPY ~10:1).",j_webull_hist
2022-05-24,09:52:41,10:00:24,MOMENTUM_BREAKOUT,SPXW 2022-05-24 3850.0P,0,3850.0,P,1,2.3,3.5,230,350,120,N/A,"unknown (real fill, no recorded stop)","unknown (real fill, no recorded target)",230,N/A (pre-Gamma account),N/A,N/A,GROUND_TRUTH,real_fill,N/A,N/A,8,WIN,,OTM(~-66pt),,,,,MORNING,0,at_close,,,,"{""size_class"":""1-2_lot"",""archetype"":""momentum-breakout"",""archetype_fine"":""momentum_breakout_continuation"",""trigger"":""breakout"",""vwap_side"":""below"",""new_session_extreme"":true,""prior_trend_30m_pct"":-0.25,""level"":{""level_name"":""IDL"",""level_px"":391.26,""dist_pct"":0.079},""playbook_setup"":""MOMENTUM_BREAKOUT"",""context"":""reconstructed""}",,"HISTORICAL GROUND TRUTH (J real Webull fill, SPXW 2022-05-24). 1-2_lot. Archetype=momentum-breakout (momentum_breakout_continuation); trigger=breakout; VWAP below; prior-30m -0.25%; new_extreme=True; nearest level IDL@391.26 (0.079% away). SPY-proxy 5m setup (SPX/SPY ~10:1).",j_webull_hist
2022-05-24,10:01:51,10:18:17,MOMENTUM_BREAKOUT,SPXW 2022-05-24 3815.0P,0,3815.0,P,1,1.05,2.25,105,225,120,N/A,"unknown (real fill, no recorded stop)","unknown (real fill, no recorded target)",105,N/A (pre-Gamma account),N/A,N/A,GROUND_TRUTH,real_fill,N/A,N/A,16,WIN,,OTM(~-85pt),,,,,MORNING,0,at_close,,,,"{""size_class"":""1-2_lot"",""archetype"":""momentum-breakout"",""archetype_fine"":""momentum_breakout_continuation"",""trigger"":""breakout"",""vwap_side"":""below"",""new_session_extreme"":true,""prior_trend_30m_pct"":-0.66,""level"":{""level_name"":""ROUND"",""level_px"":390,""dist_pct"":-0.003},""playbook_setup"":""MOMENTUM_BREAKOUT"",""context"":""reconstructed""}",,"HISTORICAL GROUND TRUTH (J real Webull fill, SPXW 2022-05-24). 1-2_lot. Archetype=momentum-breakout (momentum_breakout_continuation); trigger=breakout; VWAP below; prior-30m -0.66%; new_extreme=True; nearest level ROUND@390 (-0.003% away). SPY-proxy 5m setup (SPX/SPY ~10:1).",j_webull_hist
2022-10-03,10:09:01,10:33:26,MOMENTUM_BREAKOUT,SPXW 2022-10-03 3685.0C,0,3685.0,C,1,2.6,3.8,260,380,120,N/A,"unknown (real fill, no recorded stop)","unknown (real fill, no recorded target)",260,N/A (pre-Gamma account),N/A,N/A,GROUND_TRUTH,real_fill,N/A,N/A,24,WIN,,OTM(~-52pt),,,,,MORNING,0,at_close,,,,"{""size_class"":""1-2_lot"",""archetype"":""momentum-breakout"",""archetype_fine"":""momentum_breakout_continuation"",""trigger"":""breakout"",""vwap_side"":""above"",""new_session_extreme"":true,""prior_trend_30m_pct"":0.81,""level"":{""level_name"":""ROUND"",""level_px"":363,""dist_pct"":0.091},""playbook_setup"":""MOMENTUM_BREAKOUT"",""context"":""reconstructed""}",,"HISTORICAL GROUND TRUTH (J real Webull fill, SPXW 2022-10-03). 1-2_lot. Archetype=momentum-breakout (momentum_breakout_continuation); trigger=breakout; VWAP above; prior-30m 0.81%; new_extreme=True; nearest level ROUND@363 (0.091% away). SPY-proxy 5m setup (SPX/SPY ~10:1).",j_webull_hist
2023-06-02,10:10:59,10:46:53,RIDE_THE_RIBBON,SPXW 2023-06-02 4280.0C,0,4280.0,C,1,2,3.2,200,320,120,N/A,"unknown (real fill, no recorded stop)","unknown (real fill, no recorded target)",200,N/A (pre-Gamma account),N/A,N/A,GROUND_TRUTH,real_fill,N/A,N/A,36,WIN,,OTM(~-24pt),,,,,MORNING,0,at_close,,,,"{""size_class"":""1-2_lot"",""archetype"":""trend-continuation"",""archetype_fine"":""trend_continuation_midrange"",""trigger"":""reclaim"",""vwap_side"":""above"",""new_session_extreme"":false,""prior_trend_30m_pct"":-0.04,""level"":{""level_name"":""ROUND"",""level_px"":426,""dist_pct"":-0.081},""playbook_setup"":""RIDE_THE_RIBBON"",""context"":""reconstructed""}",,"HISTORICAL GROUND TRUTH (J real Webull fill, SPXW 2023-06-02). 1-2_lot. Archetype=trend-continuation (trend_continuation_midrange); trigger=reclaim; VWAP above; prior-30m -0.04%; new_extreme=False; nearest level ROUND@426 (-0.081% away). SPY-proxy 5m setup (SPX/SPY ~10:1).",j_webull_hist
2023-06-06,10:16:35,10:37:28,RIDE_THE_RIBBON,SPXW 2023-06-06 4285.0C,0,4285.0,C,2,3.5,4.1,700,820,120,N/A,"unknown (real fill, no recorded stop)","unknown (real fill, no recorded target)",700,N/A (pre-Gamma account),N/A,N/A,GROUND_TRUTH,real_fill,N/A,N/A,21,WIN,,OTM(~-10pt),,,,,MORNING,0,at_close,,,,"{""size_class"":""1-2_lot"",""archetype"":""pullback-continuation"",""archetype_fine"":""bullish_pullback_resumption"",""trigger"":""pullback"",""vwap_side"":""above"",""new_session_extreme"":false,""prior_trend_30m_pct"":0.25,""level"":{""level_name"":""IDH"",""level_px"":427.62,""dist_pct"":-0.027},""playbook_setup"":""RIDE_THE_RIBBON"",""context"":""reconstructed""}",,"HISTORICAL GROUND TRUTH (J real Webull fill, SPXW 2023-06-06). 1-2_lot. Archetype=pullback-continuation (bullish_pullback_resumption); trigger=pullback; VWAP above; prior-30m 0.25%; new_extreme=False; nearest level IDH@427.62 (-0.027% away). SPY-proxy 5m setup (SPX/SPY ~10:1).",j_webull_hist
2023-06-07,09:36:43,09:40:11,MOMENTUM_BREAKOUT,SPXW 2023-06-07 4305.0C,0,4305.0,C,1,3.6,4.8,360,480,120,N/A,"unknown (real fill, no recorded stop)","unknown (real fill, no recorded target)",360,N/A (pre-Gamma account),N/A,N/A,GROUND_TRUTH,real_fill,N/A,N/A,3,WIN,,OTM(~-12pt),,,,,MORNING,0,at_close,,,,"{""size_class"":""1-2_lot"",""archetype"":""momentum-breakout"",""archetype_fine"":""momentum_breakout_continuation"",""trigger"":""breakout"",""vwap_side"":""above"",""new_session_extreme"":true,""prior_trend_30m_pct"":0.19,""level"":{""level_name"":""IDH"",""level_px"":429.04,""dist_pct"":0.056},""playbook_setup"":""MOMENTUM_BREAKOUT"",""context"":""reconstructed""}",,"HISTORICAL GROUND TRUTH (J real Webull fill, SPXW 2023-06-07). 1-2_lot. Archetype=momentum-breakout (momentum_breakout_continuation); trigger=breakout; VWAP above; prior-30m 0.19%; new_extreme=True; nearest level IDH@429.04 (0.056% away). SPY-proxy 5m setup (SPX/SPY ~10:1).",j_webull_hist
